FileName,SplineBatch,sex,line,individual,Date,Time,Tags,Scale,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,CS
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef134n_011.tif,Batch4_recropped,f,ef134n,11,5_5_2016,14:13:05,Dmel,0.014,-0.05675256,-0.11114173,-0.21742419,-0.03457181,-0.23338081,0.01293255,-0.15770172,0.08078053,0.11812959,0.06635477,0.19656947,0.05380971,0.00454272,-0.05611998,0.00009757,-0.01521418,0.0905815,0.00267927,0.08927913,0.01987952,0.15603712,0.02223281,0.17193777,-0.00622726,0.20039224,-0.01695486,0.18351665,-0.06997384,0.14662301,-0.10410966,0.09951707,-0.11985017,0.04914816,-0.12436592,-0.00084931,-0.12089513,-0.09172354,-0.10295308,-0.13747614,-0.08838421,-0.18082458,-0.06654993,-0.23082841,-0.0125769,-0.21531457,0.04434304,-0.18650303,0.06671604,-0.10352028,0.09419482,-0.05683546,0.09713661,-0.00787234,0.09454639,0.0546798,0.08625209,0.15061728,0.03818221,0.19713457,0.03166516,-0.03014691,-0.08005753,0.05379791,-0.0371353,0.11162994,-0.02080432,-0.14836901,-0.02311736,-0.07817185,-0.01619706,0.04352949,-0.00732796,0.14339357,0.00485597,-0.17460108,0.02381726,-0.11883744,0.02850311,-0.05355665,0.03070568,0.01919392,0.02997688,0.11743709,0.02090183,-0.10858032,0.07522213,-0.04946878,0.06992038,0.01227939,0.0611891,0.07595648,0.04705003,0.15524442,0.06764533,-0.00252691,-0.036965,6.439
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef134n_012.tif,Batch4_recropped,f,ef134n,12,5_5_2016,14:13:05,Dmel,0.014,-0.05739315,-0.11381405,-0.21817677,-0.0337218,-0.23401542,0.0141362,-0.14643067,0.08649594,0.12022167,0.06558642,0.19298303,0.05852727,0.00307856,-0.05772289,-0.00080369,-0.01616664,0.09326025,0.00303671,0.08902701,0.01969566,0.15748514,0.0238684,0.17030369,-0.0044486,0.19922869,-0.01836387,0.18397642,-0.07006072,0.14552034,-0.10168673,0.09902103,-0.11794474,0.04885021,-0.12473494,-0.00153715,-0.12283541,-0.09309188,-0.10542279,-0.13904785,-0.09009608,-0.18221131,-0.06702265,-0.23100044,-0.0118759,-0.21705958,0.04565482,-0.18807414,0.06850184,-0.10422096,0.09496949,-0.05740232,0.09732259,-0.00837002,0.09442514,0.05431854,0.08626222,0.15252161,0.04190282,0.19500973,0.03357635,-0.03137448,-0.08202735,0.05235819,-0.03798257,0.10991058,-0.01972362,-0.1498543,-0.02378999,-0.07948899,-0.0181416,0.04293836,-0.00870284,0.14224773,0.00819658,-0.17545637,0.02392577,-0.11935494,0.02729569,-0.05377007,0.0287553,0.01925314,0.02820528,0.11809272,0.02117316,-0.10183663,0.07238098,-0.04440007,0.06659922,0.01535868,0.05766164,0.07760557,0.04563049,0.15430904,0.07024233,-0.00250874,-0.03774249,6.391
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef134n_013.tif,Batch4_recropped,f,ef134n,13,5_5_2016,14:13:05,Dmel,0.014,-0.05377739,-0.11219908,-0.21853023,-0.03213652,-0.23228305,0.01279324,-0.15780127,0.08149069,0.11786378,0.06621734,0.19607331,0.05583995,0.00407473,-0.058135,0.00024078,-0.01598074,0.0942548,0.00409352,0.08737502,0.02002291,0.15388943,0.02412898,0.17219047,-0.00570112,0.19922131,-0.02326378,0.18461497,-0.07166107,0.14608988,-0.10388891,0.09919227,-0.11932943,0.04897848,-0.12445888,-0.00103926,-0.12112069,-0.09207937,-0.10344948,-0.13791085,-0.08873472,-0.18123903,-0.0665193,-0.22989655,-0.01156454,-0.21487659,0.04483837,-0.18629208,0.06757253,-0.10301629,0.094621,-0.05626637,0.09712072,-0.00729205,0.09419739,0.05528438,0.08579182,0.15316877,0.04092016,0.19700445,0.03244205,-0.02813199,-0.0807975,0.05490359,-0.03731441,0.11213752,-0.02021513,-0.14929417,-0.02363558,-0.07914955,-0.01765409,0.04287101,-0.00847059,0.1422156,0.00656839,-0.17389087,0.02502765,-0.11851,0.02971004,-0.05377022,0.03058244,0.0183223,0.0296442,0.11588745,0.02147975,-0.10929932,0.0746267,-0.05079267,0.06791496,0.01044193,0.06010443,0.07403286,0.04788794,0.15456146,0.06815155,0.00024864,-0.03755818,6.588
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef134n_014.tif,Batch4_recropped,f,ef134n,14,5_5_2016,14:13:05,Dmel,0.014,-0.05241817,-0.11102166,-0.21514555,-0.03478473,-0.23184382,0.01119848,-0.1651912,0.07960239,0.1203408,0.06546123,0.1973116,0.05217045,0.0036535,-0.05649067,0.00075302,-0.01560846,0.09641612,0.00355929,0.09041226,0.0198546,0.15496161,0.02294135,0.17190239,-0.00707,0.19769031,-0.02229481,0.18452149,-0.07133277,0.14564142,-0.10325612,0.09885346,-0.11899549,0.04868281,-0.12297626,-0.00116481,-0.11932494,-0.09216265,-0.10248034,-0.13807127,-0.08833822,-0.1812932,-0.06603624,-0.22884168,-0.01079101,-0.21519624,0.04550711,-0.18670396,0.06851284,-0.10326762,0.09537947,-0.05653757,0.09777021,-0.0076198,0.09483107,0.05485707,0.08634872,0.15187002,0.04018,0.19741532,0.0317747,-0.02807086,-0.07873313,0.05501805,-0.03640233,0.11192029,-0.01983656,-0.14681591,-0.02250708,-0.07692855,-0.01620804,0.04444891,-0.00792565,0.14357545,0.00600886,-0.1731346,0.0240617,-0.11771295,0.02954368,-0.05279835,0.03117473,0.01946335,0.0298443,0.11719456,0.02086994,-0.1151273,0.07431546,-0.05498109,0.06819132,0.00758327,0.05831408,0.07265777,0.04533259,0.15714096,0.06739326,-0.00325865,-0.03772729,6.526
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef134n_015.tif,Batch4_recropped,f,ef134n,15,5_5_2016,14:13:05,Dmel,0.014,-0.05132888,-0.11186439,-0.21807481,-0.03366375,-0.2351177,0.01170148,-0.15409823,0.08346637,0.11695466,0.06704401,0.19603121,0.05491141,0.0057653,-0.05590931,-0.00653419,-0.01731968,0.0951337,0.00336897,0.08800237,0.02030211,0.15678243,0.02232217,0.171414,-0.00628414,0.19841702,-0.01961682,0.18458664,-0.07060045,0.14643399,-0.10351738,0.09932519,-0.11855501,0.04910904,-0.1231371,-0.00086349,-0.11996874,-0.09191886,-0.10284519,-0.13768552,-0.08811831,-0.18095894,-0.0659925,-0.23158459,-0.0121583,-0.21636172,0.04632941,-0.18701999,0.06871188,-0.10319519,0.09446451,-0.05651954,0.0968516,-0.00759521,0.09420554,0.05497113,0.08622385,0.15202004,0.04009544,0.19677759,0.03159609,-0.02664422,-0.0799263,0.05527453,-0.03619689,0.11204969,-0.02014224,-0.14942646,-0.02279338,-0.07909703,-0.0163645,0.04312565,-0.00855303,0.14286469,0.00541866,-0.17562475,0.02389099,-0.11949056,0.0289157,-0.05379245,0.02991317,0.01937032,0.02967954,0.11825616,0.02064029,-0.10824611,0.07229397,-0.04944484,0.06757971,0.01161305,0.05815574,0.0750358,0.04504902,0.15413237,0.0679449,-0.00282328,-0.03754912,6.619
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef134n_016.tif,Batch4_recropped,f,ef134n,16,5_5_2016,14:13:05,Dmel,0.014,-0.05369416,-0.11243907,-0.21637081,-0.03299445,-0.23299394,0.01272951,-0.16169972,0.08089463,0.11970661,0.06504973,0.19313567,0.05485969,0.00526882,-0.05639915,-0.00319665,-0.01620803,0.09473433,0.00272644,0.09075956,0.0197402,0.15868469,0.02187895,0.17281359,-0.00689477,0.19868134,-0.01919444,0.18465683,-0.07052984,0.14626158,-0.1038135,0.09892141,-0.11831985,0.04868753,-0.12306633,-0.00134264,-0.12072585,-0.09235207,-0.1034176,-0.13797972,-0.08828648,-0.18074744,-0.06546346,-0.22952501,-0.01143896,-0.2161226,0.0454747,-0.18734171,0.06831178,-0.10381347,0.09488212,-0.05712494,0.09740077,-0.0082026,0.0947603,0.05433764,0.08672087,0.15100947,0.04001823,0.1947783,0.03292487,-0.0278651,-0.08067477,0.05496763,-0.03618654,0.11252471,-0.01984432,-0.14824105,-0.02204565,-0.07854046,-0.01669916,0.04249301,-0.00849757,0.14125173,0.00536185,-0.17390189,0.02348569,-0.11783914,0.02820571,-0.05220934,0.03038737,0.0208802,0.0290802,0.11966826,0.02088312,-0.11169185,0.07494485,-0.05135068,0.0691688,0.01123264,0.05860064,0.07639167,0.04530967,0.15402185,0.06649403,-0.00172209,-0.03715495,6.561
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef134n_017.tif,Batch4_recropped,f,ef134n,17,5_5_2016,14:13:05,Dmel,0.014,-0.05202625,-0.11210152,-0.21772956,-0.03260844,-0.23277528,0.01274575,-0.16104775,0.08010015,0.11818093,0.06672389,0.19690544,0.05367007,0.00330535,-0.05702801,-0.00387504,-0.01555789,0.09376433,0.00356444,0.08928348,0.01979853,0.15726294,0.02215544,0.17150385,-0.00614599,0.19925387,-0.02146057,0.18423995,-0.07041922,0.1456526,-0.10175487,0.09922803,-0.11746273,0.04931283,-0.12332492,-0.0006065,-0.12057118,-0.09143947,-0.10302355,-0.13711601,-0.08828077,-0.18034047,-0.0662674,-0.22972911,-0.01209144,-0.21524193,0.04518079,-0.18634291,0.0677457,-0.10296943,0.0941254,-0.05636821,0.0965812,-0.00753709,0.09381381,0.0548992,0.08570747,0.15214948,0.04048386,0.19861991,0.03167041,-0.02781599,-0.0798222,0.05490201,-0.03678562,0.11172761,-0.02000644,-0.1493917,-0.02216319,-0.07922333,-0.01615016,0.04292305,-0.00949006,0.14216374,0.00623601,-0.1749632,0.02518871,-0.11895159,0.02905187,-0.05347992,0.03084863,0.0194381,0.0296087,0.11798428,0.02056703,-0.11124162,0.07452692,-0.0513959,0.06836223,0.01085626,0.05840215,0.0755391,0.04507914,0.15534351,0.0675438,-0.00283155,-0.03696594,6.624
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef134n_018.tif,Batch4_recropped,f,ef134n,18,5_5_2016,14:13:05,Dmel,0.014,-0.05392939,-0.11218384,-0.21792133,-0.03203507,-0.23342856,0.01099872,-0.15561888,0.08317144,0.12082508,0.0642862,0.19484012,0.05496671,0.00179421,-0.0578774,-0.00156649,-0.01590757,0.09094569,0.00315073,0.09021731,0.01950579,0.15701285,0.02325573,0.17258585,-0.00642344,0.19801364,-0.01633354,0.18529968,-0.07041461,0.14679985,-0.10315583,0.09984938,-0.11920039,0.04949007,-0.12491709,-0.00069376,-0.12168723,-0.09152994,-0.10295408,-0.13709951,-0.08769937,-0.18022063,-0.06552898,-0.23002702,-0.01181245,-0.21562324,0.04561483,-0.18677401,0.06844427,-0.10317087,0.09513484,-0.05643635,0.09753492,-0.00750112,0.09465704,0.05501273,0.08632892,0.15238496,0.04091773,0.1958704,0.03181922,-0.02896084,-0.08017783,0.0545795,-0.03692977,0.11198218,-0.01989937,-0.14945067,-0.02303998,-0.07944963,-0.01738431,0.04216727,-0.00811281,0.14148019,0.00587764,-0.17569519,0.02394669,-0.11962435,0.02815707,-0.05406664,0.0307423,0.01900316,0.03007688,0.11778766,0.02099413,-0.10913372,0.07281962,-0.05008774,0.06768804,0.01127404,0.05846347,0.07496732,0.04526706,0.1555087,0.06707429,-0.00168195,-0.03721937,6.718
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef134n_019.tif,Batch4_recropped,f,ef134n,19,5_5_2016,14:13:05,Dmel,0.014,-0.0531639,-0.11329248,-0.21652741,-0.03578236,-0.2332071,0.01014309,-0.14936633,0.08658853,0.11846193,0.067138,0.19595555,0.05670764,0.00413771,-0.05765261,-0.00085605,-0.01557629,0.09211185,0.00421566,0.09050399,0.01915515,0.15287546,0.0245455,0.17172541,-0.0052359,0.19800961,-0.02277982,0.18400121,-0.07097639,0.14610211,-0.10357792,0.09938426,-0.1198374,0.048956,-0.12416504,-0.00126201,-0.12110526,-0.09301406,-0.10506166,-0.13937823,-0.09064629,-0.18283402,-0.06750226,-0.23045565,-0.01107479,-0.21603356,0.04576182,-0.18751846,0.06914575,-0.10349923,0.09626488,-0.05647405,0.09848474,-0.00730199,0.095316,0.05548715,0.0867123,0.15350149,0.04102704,0.19660135,0.03171681,-0.02807547,-0.08127394,0.05446449,-0.03671282,0.1116142,-0.01935708,-0.14828046,-0.02393005,-0.0785617,-0.01719659,0.04283014,-0.00938792,0.14136691,0.00684876,-0.17494091,0.02406152,-0.11944542,0.0284896,-0.05461052,0.02984906,0.01757668,0.02920639,0.1153838,0.02066809,-0.10554163,0.07417088,-0.04834421,0.06864878,0.01110443,0.05943349,0.07291686,0.04676678,0.15466309,0.0684075,-0.0010433,-0.03734893,6.402
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef134n_020.tif,Batch4_recropped,f,ef134n,20,5_5_2016,14:13:05,Dmel,0.014,-0.04778367,-0.11334621,-0.21700358,-0.03362781,-0.23342716,0.01117846,-0.15656992,0.08342536,0.11423731,0.06756168,0.19624257,0.0545984,0.00309852,-0.05696943,-0.00780792,-0.01702209,0.09354396,0.0035005,0.09033118,0.02016599,0.15792218,0.02316234,0.17179335,-0.00550548,0.19903043,-0.02202487,0.18442469,-0.07107902,0.14631934,-0.10360018,0.09953478,-0.1195702,0.04921262,-0.12425225,-0.00085846,-0.12105851,-0.09187459,-0.10317501,-0.13762059,-0.08824982,-0.18081597,-0.06591922,-0.230264,-0.01154308,-0.21559826,0.04593863,-0.18680019,0.06898574,-0.10289661,0.09558334,-0.05605383,0.0976865,-0.00707619,0.09445347,0.05543522,0.08568208,0.152369,0.03924913,0.19707562,0.03170232,-0.02624437,-0.07942163,0.05600607,-0.03589331,0.11248909,-0.01982346,-0.14910475,-0.02209337,-0.07908944,-0.01602279,0.04232657,-0.00768172,0.14155526,0.00655452,-0.17541107,0.02404349,-0.1192254,0.02804568,-0.05355659,0.03003753,0.0195643,0.02918555,0.11848065,0.02146402,-0.10991911,0.07380619,-0.05047426,0.06870343,0.01113732,0.05857597,0.0750904,0.04474598,0.15272961,0.06762661,-0.00447408,-0.03778345,6.62
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef135_001.tif,Batch4_recropped,f,ef135,1,5_5_2016,14:13:05,Dmel,0.014,-0.05194614,-0.11519376,-0.22147852,-0.03020628,-0.23518475,0.01226274,-0.1417251,0.08582633,0.11676536,0.06666073,0.19437351,0.05801851,-0.00052249,-0.06086727,-0.00847419,-0.01667166,0.08384812,0.00342953,0.07894326,0.02246785,0.16015252,0.02454053,0.1690392,-0.00414028,0.19842313,-0.01448511,0.18556516,-0.07042785,0.14819732,-0.10432918,0.10129899,-0.12156841,0.05060454,-0.1282128,-0.0001049,-0.1253631,-0.09075083,-0.10435928,-0.13612455,-0.08831484,-0.17948484,-0.06653608,-0.23136875,-0.01398475,-0.21630677,0.04512349,-0.18672813,0.06730146,-0.10286371,0.09327282,-0.05613678,0.0956667,-0.00716946,0.09285604,0.05546232,0.08478748,0.15358316,0.04085543,0.19571631,0.03444242,-0.02961442,-0.08185381,0.05316597,-0.03863263,0.10952399,-0.0203423,-0.15406393,-0.02145943,-0.08350439,-0.01846872,0.03921618,-0.00860813,0.13899315,0.00645002,-0.17786967,0.02416959,-0.1212542,0.0289023,-0.05500961,0.03151106,0.01882428,0.03109836,0.11863002,0.02272201,-0.09656082,0.07364843,-0.03937017,0.06949088,0.01991873,0.06005982,0.08125346,0.04614854,0.15338359,0.07076296,-0.00126512,-0.0384504,7.771
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef135_002.tif,Batch4_recropped,f,ef135,2,5_5_2016,14:13:05,Dmel,0.014,-0.04892567,-0.11515483,-0.22204771,-0.02984952,-0.23521598,0.01507245,-0.14233355,0.08469446,0.1177698,0.06601453,0.19413597,0.05685104,-0.00506354,-0.06403414,-0.01050596,-0.01694467,0.08514455,0.00390041,0.07966742,0.02212834,0.1612667,0.02549208,0.17163332,-0.00244336,0.19645344,-0.01924201,0.1854267,-0.07069824,0.14783359,-0.10486828,0.10064079,-0.12093862,0.0501689,-0.12628419,-0.00010908,-0.12376415,-0.09066621,-0.10423561,-0.13609289,-0.08877248,-0.17945265,-0.06721578,-0.23136255,-0.01466824,-0.21665754,0.04524442,-0.18673566,0.06696659,-0.10296524,0.09206287,-0.05645434,0.09441844,-0.00768669,0.0917579,0.05474652,0.0839708,0.15302519,0.04138761,0.19347956,0.03767859,-0.0283508,-0.08100313,0.05509251,-0.03805249,0.11141934,-0.01906593,-0.15452855,-0.02108238,-0.0835864,-0.01868146,0.03992578,-0.00790503,0.14013145,0.00828256,-0.17724775,0.02502574,-0.12052059,0.02938909,-0.0541353,0.03177804,0.01982515,0.03134793,0.11985744,0.02305439,-0.09681791,0.07344745,-0.03943851,0.06867443,0.02021862,0.06003396,0.08190933,0.04649002,0.15398914,0.07024457,-0.00686013,-0.04050415,7.96
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef135_003.tif,Batch4_recropped,f,ef135,3,5_5_2016,14:13:05,Dmel,0.014,-0.05255349,-0.11503186,-0.21966506,-0.03298528,-0.23330414,0.01107612,-0.14246339,0.08465525,0.11954425,0.06752336,0.19557238,0.05718365,-0.00330701,-0.06245013,-0.01269741,-0.01578038,0.08541893,0.00518255,0.07951182,0.02337525,0.15969129,0.02488554,0.16976064,-0.00383639,0.19808889,-0.02342695,0.18464032,-0.0711452,0.14688327,-0.1035677,0.10041612,-0.12041393,0.05006368,-0.12687325,-0.00034252,-0.12434642,-0.09133016,-0.10521868,-0.13710859,-0.09001043,-0.18065536,-0.06798111,-0.23084348,-0.01334487,-0.21454125,0.04372034,-0.18558796,0.06588283,-0.10253777,0.09312656,-0.05582098,0.09614491,-0.00677142,0.09374445,0.05599764,0.0859765,0.15469217,0.04215154,0.19688542,0.03501439,-0.03008983,-0.08176965,0.0529557,-0.03818051,0.10953878,-0.0195083,-0.15376902,-0.02157466,-0.08317134,-0.01807825,0.03909082,-0.00540712,0.1392764,0.00839602,-0.1767779,0.02395538,-0.12044671,0.02895768,-0.05452307,0.03229859,0.01907297,0.03265714,0.11836361,0.02330574,-0.09709232,0.07321223,-0.03987667,0.06903799,0.01964812,0.06086178,0.0811024,0.04726342,0.1555243,0.07048559,-0.0064631,-0.03914374,7.916
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef135_004.tif,Batch4_recropped,f,ef135,4,5_5_2016,14:13:05,Dmel,0.014,-0.05087183,-0.11931422,-0.21926242,-0.0345016,-0.23264234,0.01271131,-0.1328453,0.08999612,0.12026966,0.06680732,0.19588001,0.05685799,0.00027726,-0.06359745,0.00484948,-0.01580646,0.0795422,0.00562973,0.07544433,0.02315559,0.15446589,0.02591626,0.16700652,-0.00465593,0.19270153,-0.02172307,0.18315849,-0.07012201,0.1472566,-0.10463895,0.10033173,-0.12184425,0.04951166,-0.12832866,-0.00146291,-0.12686762,-0.09379473,-0.10916552,-0.14029009,-0.09375737,-0.18388283,-0.06995184,-0.23053954,-0.01255153,-0.21628931,0.04360953,-0.18772375,0.06654651,-0.10437314,0.09596187,-0.0571163,0.09969694,-0.00749875,0.09750359,0.05578438,0.08919812,0.15338419,0.04062233,0.19486245,0.03748629,-0.02876643,-0.08598063,0.0521043,-0.04027738,0.1075468,-0.01990378,-0.15105739,-0.0240107,-0.08129237,-0.02026421,0.03960558,-0.00764103,0.13823015,0.00790709,-0.17695241,0.0235526,-0.12152257,0.02863387,-0.05664883,0.03274082,0.01590894,0.03357782,0.11365515,0.02422241,-0.09020444,0.07664165,-0.03548986,0.07254491,0.02111136,0.06280246,0.07928235,0.047823,0.15685176,0.07267871,0.00150477,-0.03992061,7.489
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef135_005.tif,Batch4_recropped,f,ef135,5,5_5_2016,14:13:05,Dmel,0.014,-0.05050378,-0.1162607,-0.22150579,-0.02872704,-0.23285497,0.0153895,-0.14441634,0.08483518,0.1196562,0.06554052,0.19511636,0.05916305,-0.00225867,-0.06404437,-0.00875824,-0.01607192,0.0842792,0.00383075,0.07695595,0.02259974,0.16315136,0.02578744,0.1689347,-0.00279479,0.19726171,-0.01832888,0.18320389,-0.06991957,0.14671082,-0.10381732,0.10019352,-0.12124676,0.04973119,-0.12833642,-0.00089521,-0.12575243,-0.09138988,-0.10504064,-0.13671019,-0.08912307,-0.17990585,-0.06716827,-0.2296058,-0.0136112,-0.21675666,0.04478283,-0.18749469,0.06769045,-0.10334104,0.09192652,-0.05682087,0.09374964,-0.00805217,0.09103662,0.05444139,0.08365366,0.15319012,0.04208556,0.19521071,0.037575,-0.0285285,-0.08321021,0.05362733,-0.03938707,0.10944703,-0.01976393,-0.15376298,-0.02102286,-0.08333525,-0.0185688,0.03929306,-0.00762594,0.13889791,0.0079584,-0.1756901,0.02524827,-0.11904509,0.02944103,-0.05276906,0.03155037,0.02105842,0.03123773,0.12094525,0.02332889,-0.09869887,0.07400817,-0.04068201,0.06825964,0.01982719,0.06017837,0.08255465,0.04740494,0.15525072,0.07173423,-0.00515665,-0.04017429,7.834
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef135_006.tif,Batch4_recropped,f,ef135,6,5_5_2016,14:13:05,Dmel,0.014,-0.04980412,-0.11587252,-0.21900594,-0.03228996,-0.23322541,0.01386008,-0.14113246,0.08624694,0.11763294,0.06799961,0.19611506,0.05942852,-0.00017852,-0.06289629,-0.00904082,-0.01681056,0.08488053,0.00373925,0.07893389,0.02298213,0.15708013,0.02681692,0.17083842,-0.00281038,0.19297057,-0.02423817,0.1847682,-0.0723174,0.14760528,-0.10696404,0.10018167,-0.12381931,0.04928093,-0.12824345,-0.0011172,-0.12464541,-0.09206966,-0.10517365,-0.13783314,-0.08986072,-0.18113562,-0.06740583,-0.23020499,-0.01253038,-0.21583431,0.0451222,-0.18654503,0.06743078,-0.10278214,0.09369982,-0.05597686,0.09625495,-0.00691094,0.0935619,0.05585827,0.08556392,0.15451728,0.04201713,0.19454471,0.03722246,-0.02729242,-0.08288342,0.05487647,-0.03846868,0.11115474,-0.01955749,-0.15272797,-0.02205486,-0.08220324,-0.01942028,0.04040738,-0.00745967,0.14005206,0.00844137,-0.1766312,0.02384514,-0.12075684,0.02817188,-0.05538916,0.03117502,0.0174213,0.03091567,0.11604908,0.02451008,-0.0964961,0.07422834,-0.04010482,0.06936015,0.01854082,0.0610282,0.0794192,0.04865753,0.1549765,0.07333476,-0.00370654,-0.03989226,7.603
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef135_007.tif,Batch4_recropped,f,ef135,7,5_5_2016,14:13:05,Dmel,0.014,-0.05210471,-0.11623681,-0.21954573,-0.03027659,-0.23129671,0.01556087,-0.14378352,0.08546559,0.12100612,0.06650492,0.19436915,0.06001336,-0.00550372,-0.06578534,-0.00574053,-0.01498161,0.08393295,0.00433798,0.08054039,0.02213948,0.15879886,0.02626735,0.16934111,-0.00240683,0.19623034,-0.02117886,0.18483348,-0.0713887,0.14751157,-0.10538036,0.100598,-0.12290847,0.04973462,-0.12896357,-0.00090818,-0.12571628,-0.0920002,-0.10607822,-0.13779952,-0.09063331,-0.18095087,-0.06783765,-0.22876626,-0.01272948,-0.21577399,0.04399943,-0.1870357,0.06701512,-0.10325803,0.09341115,-0.05644569,0.09589785,-0.00736737,0.09333535,0.05546486,0.0856974,0.15409587,0.04168258,0.1944688,0.03841434,-0.02987105,-0.08335443,0.05310094,-0.03976632,0.10921434,-0.0196142,-0.15217118,-0.02148529,-0.08198793,-0.01872944,0.04007243,-0.00776659,0.13921034,0.00834073,-0.17430626,0.02449808,-0.11852851,0.02902485,-0.05323812,0.03205218,0.01953812,0.03176733,0.11796275,0.02350304,-0.0987674,0.07361132,-0.04153856,0.0690097,0.01804131,0.06102903,0.07966536,0.04789425,0.15578073,0.07310051,-0.0048227,-0.04035546,7.839
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef135_008.tif,Batch4_recropped,f,ef135,8,5_5_2016,14:13:05,Dmel,0.014,-0.05340975,-0.11537909,-0.2216786,-0.03000264,-0.23499161,0.01281808,-0.13931496,0.08590871,0.11990094,0.06602196,0.19516022,0.05644856,-0.00236982,-0.06324262,-0.00282924,-0.01532595,0.08562142,0.0039084,0.08163377,0.02198954,0.15666334,0.02641898,0.16915087,-0.0036533,0.19882769,-0.01667438,0.1835864,-0.06989496,0.14723921,-0.10401834,0.10051241,-0.12102452,0.04996963,-0.12732168,-0.00058761,-0.1249609,-0.09153547,-0.10530153,-0.13711581,-0.08962099,-0.18044475,-0.06744908,-0.23118137,-0.01373454,-0.21672263,0.04523574,-0.18703263,0.06725398,-0.10314942,0.09239595,-0.05652368,0.09477379,-0.00760976,0.0922334,0.0550433,0.08461584,0.15319243,0.04080211,0.19600683,0.03575468,-0.02986336,-0.08307748,0.05272639,-0.03908546,0.1090394,-0.01949364,-0.15211012,-0.02214145,-0.08135453,-0.0181138,0.04183263,-0.00734102,0.14183061,0.00916981,-0.17856759,0.0250813,-0.12236129,0.02917357,-0.05663532,0.03198063,0.01662598,0.03186286,0.1157378,0.02349003,-0.09530491,0.07303372,-0.0393471,0.06771527,0.01899165,0.06024135,0.07942988,0.04780487,0.15560789,0.06988803,-0.00228935,-0.0391638,7.583
C:\Waiting_wings\Maria\splininghome\Batch4_recropped\african_f_ef135_009.tif,Batch4_recropped,f,ef135,9,5_5_2016,14:13:05,Dmel,0.014,-0.04776581,-0.11492093,-0.22253726,-0.02907405,-0.2346882,0.01371352,-0.13962983,0.08721156,0.11497579,0.06743568,0.19653031,0.05726702,-0.00015783,-0.06234861,-0.00329954,-0.0169804,0.08024946,0.00294707,0.07896105,0.02082276,0.15638052,0.02378356,0.16850756,-0.00337056,0.19994982,-0.01476402,0.18605031,-0.07001263,0.1491971,-0.10454087,0.10218193,-0.12235873,0.05116227,-0.1274126,0.00065214,-0.12359574,-0.09065753,-0.10455821,-0.13672554,-0.08984335,-0.18054201,-0.06811083,-0.23101171,-0.01368226,-0.21703245,0.04563577,-0.18723976,0.06800003,-0.1029309,0.09406547,-0.05602334,0.09639304,-0.00692208,0.09335608,0.05579763,0.08477461,0.1537582,0.04006233,0.19595858,0.03565029,-0.02692553,-0.08152701,0.05472892,-0.03901565,0.10993229,-0.02016214,-0.15410832,-0.02040827,-0.08327894,-0.01743995,0.03978399,-0.0075999,0.14008333,0.00663389,-0.17836692,0.02448353,-0.12228519,0.0282924,-0.05670609,0.0309716,0.01641418,0.0308234,0.11517817,0.02155884,-0.0958139,0.0740435,-0.03967154,0.06915121,0.01848676,0.05934879,0.07862383,0.04511322,0.15336901,0.07000772,-0.00259291,-0.03982018,7.713
